2q, intensity
2.842164999999999964e+01,3.500000000000000000e+01
2.844207000000000107e+01,4.000000000000000000e+00
2.846248999999999896e+01,8.000000000000000000e+00
2.848292000000000002e+01,4.000000000000000000e+00
2.850334000000000145e+01,1.000000000000000000e+01
2.852375999999999934e+01,1.000000000000000000e+01
2.854418000000000077e+01,3.300000000000000000e+01
2.856460999999999828e+01,5.000000000000000000e+00
2.858502999999999972e+01,0.000000000000000000e+00
2.860545000000000115e+01,0.000000000000000000e+00
2.862587999999999866e+01,0.000000000000000000e+00
2.864630000000000010e+01,0.000000000000000000e+00
2.866672000000000153e+01,1.300000000000000000e+01
2.868714999999999904e+01,0.000000000000000000e+00
2.870757000000000048e+01,0.000000000000000000e+00
2.872798999999999836e+01,0.000000000000000000e+00
2.874840999999999980e+01,4.000000000000000000e+00
2.876884000000000086e+01,0.000000000000000000e+00
2.878925999999999874e+01,0.000000000000000000e+00
2.880968000000000018e+01,2.000000000000000000e+00
2.883011000000000124e+01,0.000000000000000000e+00
2.885052999999999912e+01,1.400000000000000000e+01
2.887095000000000056e+01,0.000000000000000000e+00
2.889138000000000162e+01,3.900000000000000000e+01
2.891179999999999950e+01,3.000000000000000000e+00
2.893222000000000094e+01,1.900000000000000000e+01
2.895263999999999882e+01,0.000000000000000000e+00
2.897306999999999988e+01,0.000000000000000000e+00
2.899349000000000132e+01,0.000000000000000000e+00
2.901390999999999920e+01,9.000000000000000000e+00
2.903434000000000026e+01,0.000000000000000000e+00
2.905476000000000170e+01,9.000000000000000000e+00
2.907517999999999958e+01,1.300000000000000000e+01
2.909561000000000064e+01,1.400000000000000000e+01
2.911602999999999852e+01,1.000000000000000000e+00
2.913644999999999996e+01,2.700000000000000000e+01
2.915687000000000140e+01,0.000000000000000000e+00
2.917729999999999890e+01,1.800000000000000000e+01
2.919772000000000034e+01,0.000000000000000000e+00
2.921813999999999822e+01,0.000000000000000000e+00
2.923856999999999928e+01,0.000000000000000000e+00
2.925899000000000072e+01,2.700000000000000000e+01
2.927940999999999860e+01,1.000000000000000000e+01
2.929983999999999966e+01,4.000000000000000000e+00
2.932026000000000110e+01,0.000000000000000000e+00
2.934067999999999898e+01,1.100000000000000000e+01
2.936110000000000042e+01,5.000000000000000000e+00
2.938153000000000148e+01,0.000000000000000000e+00
2.940194999999999936e+01,1.000000000000000000e+00
2.942237000000000080e+01,0.000000000000000000e+00
2.944279999999999831e+01,3.100000000000000000e+01
2.946321999999999974e+01,1.300000000000000000e+01
2.948364000000000118e+01,0.000000000000000000e+00
2.950406999999999869e+01,3.100000000000000000e+01
2.952449000000000012e+01,3.500000000000000000e+01
2.954491000000000156e+01,0.000000000000000000e+00
2.956532999999999944e+01,7.000000000000000000e+00
2.958576000000000050e+01,9.000000000000000000e+00
2.960617999999999839e+01,2.100000000000000000e+01
2.962659999999999982e+01,0.000000000000000000e+00
2.964703000000000088e+01,2.800000000000000000e+01
2.966744999999999877e+01,0.000000000000000000e+00
2.968787000000000020e+01,8.000000000000000000e+00
2.970830000000000126e+01,4.400000000000000000e+01
2.972871999999999915e+01,0.000000000000000000e+00
2.974914000000000058e+01,0.000000000000000000e+00
2.976955999999999847e+01,2.600000000000000000e+01
2.978998999999999953e+01,0.000000000000000000e+00
2.981041000000000096e+01,1.500000000000000000e+01
2.983082999999999885e+01,2.000000000000000000e+00
2.985125999999999991e+01,0.000000000000000000e+00
2.987168000000000134e+01,0.000000000000000000e+00
2.989209999999999923e+01,0.000000000000000000e+00
2.991253000000000029e+01,0.000000000000000000e+00
2.993295000000000172e+01,0.000000000000000000e+00
2.995336999999999961e+01,0.000000000000000000e+00
2.997379000000000104e+01,9.000000000000000000e+00
2.999421999999999855e+01,0.000000000000000000e+00
3.001463999999999999e+01,1.700000000000000000e+01
3.003506000000000142e+01,1.000000000000000000e+01
3.005548999999999893e+01,0.000000000000000000e+00
3.007591000000000037e+01,1.000000000000000000e+00
3.009632999999999825e+01,0.000000000000000000e+00
3.011675999999999931e+01,3.100000000000000000e+01
3.013718000000000075e+01,0.000000000000000000e+00
3.015759999999999863e+01,1.200000000000000000e+01
3.017802000000000007e+01,0.000000000000000000e+00
3.019845000000000113e+01,0.000000000000000000e+00
3.021886999999999901e+01,6.000000000000000000e+00
3.023929000000000045e+01,3.100000000000000000e+01
3.025972000000000151e+01,0.000000000000000000e+00
3.028013999999999939e+01,2.600000000000000000e+01
3.030056000000000083e+01,2.800000000000000000e+01
3.032098999999999833e+01,0.000000000000000000e+00
3.034140999999999977e+01,3.300000000000000000e+01
3.036183000000000121e+01,3.100000000000000000e+01
3.038224999999999909e+01,0.000000000000000000e+00
3.040268000000000015e+01,0.000000000000000000e+00
3.042310000000000159e+01,7.000000000000000000e+00
3.044351999999999947e+01,4.000000000000000000e+00
3.046395000000000053e+01,0.000000000000000000e+00
3.048436999999999841e+01,1.000000000000000000e+00
3.050478999999999985e+01,0.000000000000000000e+00
3.052522000000000091e+01,1.100000000000000000e+01
3.054563999999999879e+01,0.000000000000000000e+00
3.056606000000000023e+01,0.000000000000000000e+00
3.058648000000000167e+01,0.000000000000000000e+00
3.060690999999999917e+01,0.000000000000000000e+00
3.062733000000000061e+01,1.300000000000000000e+01
3.064774999999999849e+01,2.000000000000000000e+00
3.066817999999999955e+01,0.000000000000000000e+00
3.068860000000000099e+01,0.000000000000000000e+00
3.070901999999999887e+01,2.100000000000000000e+01
3.072944999999999993e+01,0.000000000000000000e+00
3.074987000000000137e+01,1.800000000000000000e+01
3.077028999999999925e+01,0.000000000000000000e+00
3.079071000000000069e+01,0.000000000000000000e+00
3.081114000000000175e+01,1.000000000000000000e+00
3.083155999999999963e+01,6.000000000000000000e+00
3.085198000000000107e+01,1.100000000000000000e+01
3.087240999999999858e+01,4.300000000000000000e+01
3.089283000000000001e+01,2.400000000000000000e+01
3.091325000000000145e+01,2.600000000000000000e+01
3.093367999999999896e+01,0.000000000000000000e+00
3.095410000000000039e+01,4.000000000000000000e+01
3.097451999999999828e+01,4.000000000000000000e+00
3.099493999999999971e+01,3.900000000000000000e+01
3.101537000000000077e+01,0.000000000000000000e+00
3.103578999999999866e+01,7.000000000000000000e+00
3.105621000000000009e+01,0.000000000000000000e+00
3.107664000000000115e+01,2.800000000000000000e+01
3.109705999999999904e+01,0.000000000000000000e+00
3.111748000000000047e+01,0.000000000000000000e+00
3.113791000000000153e+01,2.900000000000000000e+01
3.115832999999999942e+01,3.300000000000000000e+01
3.117875000000000085e+01,2.000000000000000000e+01
3.119916999999999874e+01,0.000000000000000000e+00
3.121959999999999980e+01,1.100000000000000000e+01
3.124002000000000123e+01,0.000000000000000000e+00
3.126043999999999912e+01,2.000000000000000000e+01
3.128087000000000018e+01,0.000000000000000000e+00
3.130129000000000161e+01,1.000000000000000000e+00
3.132170999999999950e+01,0.000000000000000000e+00
3.134214000000000055e+01,0.000000000000000000e+00
3.136255999999999844e+01,0.000000000000000000e+00
3.138297999999999988e+01,0.000000000000000000e+00
3.140340000000000131e+01,5.000000000000000000e+00
3.142382999999999882e+01,7.000000000000000000e+00
3.144425000000000026e+01,0.000000000000000000e+00
3.146467000000000169e+01,0.000000000000000000e+00
3.148509999999999920e+01,0.000000000000000000e+00
3.150552000000000064e+01,1.600000000000000000e+01
3.152593999999999852e+01,0.000000000000000000e+00
3.154636999999999958e+01,3.200000000000000000e+01
3.156679000000000102e+01,8.000000000000000000e+00
3.158720999999999890e+01,3.400000000000000000e+01
3.160763000000000034e+01,2.900000000000000000e+01
3.162806000000000139e+01,0.000000000000000000e+00
3.164847999999999928e+01,0.000000000000000000e+00
3.166890000000000072e+01,0.000000000000000000e+00
3.168933000000000177e+01,0.000000000000000000e+00
3.170974999999999966e+01,4.000000000000000000e+00
3.173017000000000110e+01,5.400000000000000000e+01
3.175059999999999860e+01,1.700000000000000000e+01
3.177102000000000004e+01,4.000000000000000000e+00
3.179144000000000148e+01,3.000000000000000000e+00
3.181185999999999936e+01,4.400000000000000000e+01
3.183229000000000042e+01,0.000000000000000000e+00
3.185270999999999830e+01,0.000000000000000000e+00
3.187312999999999974e+01,1.200000000000000000e+01
3.189356000000000080e+01,0.000000000000000000e+00
3.191397999999999868e+01,3.300000000000000000e+01
3.193440000000000012e+01,2.300000000000000000e+01
3.195483000000000118e+01,3.600000000000000000e+01
3.197524999999999906e+01,2.600000000000000000e+01
3.199567000000000050e+01,0.000000000000000000e+00
3.201608999999999838e+01,2.600000000000000000e+01
3.203652000000000299e+01,0.000000000000000000e+00
3.205693999999999733e+01,0.000000000000000000e+00
3.207735999999999876e+01,1.300000000000000000e+01
3.209779000000000337e+01,0.000000000000000000e+00
3.211820999999999771e+01,1.000000000000000000e+00
3.213862999999999914e+01,1.800000000000000000e+01
3.215905999999999665e+01,2.700000000000000000e+01
3.217947999999999809e+01,4.800000000000000000e+01
3.219989999999999952e+01,2.000000000000000000e+00
3.222032000000000096e+01,0.000000000000000000e+00
3.224074999999999847e+01,0.000000000000000000e+00
3.226116999999999990e+01,0.000000000000000000e+00
3.228159000000000134e+01,0.000000000000000000e+00
3.230201999999999884e+01,0.000000000000000000e+00
3.232244000000000028e+01,2.400000000000000000e+01
3.234286000000000172e+01,9.000000000000000000e+00
3.236328999999999922e+01,3.400000000000000000e+01
3.238371000000000066e+01,1.700000000000000000e+01
3.240413000000000210e+01,6.000000000000000000e+00
3.242455000000000354e+01,2.400000000000000000e+01
3.244498000000000104e+01,0.000000000000000000e+00
3.246540000000000248e+01,0.000000000000000000e+00
3.248581999999999681e+01,3.100000000000000000e+01
3.250625000000000142e+01,0.000000000000000000e+00
3.252667000000000286e+01,8.000000000000000000e+00
3.254708999999999719e+01,4.000000000000000000e+00
3.256752000000000180e+01,0.000000000000000000e+00
3.258794000000000324e+01,0.000000000000000000e+00
3.260835999999999757e+01,2.000000000000000000e+00
3.262877999999999901e+01,0.000000000000000000e+00
3.264920999999999651e+01,0.000000000000000000e+00
3.266962999999999795e+01,0.000000000000000000e+00
3.269004999999999939e+01,5.000000000000000000e+00
3.271047999999999689e+01,0.000000000000000000e+00
3.273089999999999833e+01,0.000000000000000000e+00
3.275131999999999977e+01,1.200000000000000000e+01
3.277174999999999727e+01,8.000000000000000000e+00
3.279216999999999871e+01,0.000000000000000000e+00
3.281259000000000015e+01,0.000000000000000000e+00
3.283301000000000158e+01,0.000000000000000000e+00
3.285343999999999909e+01,0.000000000000000000e+00
3.287386000000000053e+01,0.000000000000000000e+00
3.289428000000000196e+01,0.000000000000000000e+00
3.291470999999999947e+01,0.000000000000000000e+00
3.293513000000000090e+01,1.100000000000000000e+01
3.295555000000000234e+01,1.600000000000000000e+01
3.297597999999999985e+01,0.000000000000000000e+00
3.299640000000000128e+01,0.000000000000000000e+00
3.301682000000000272e+01,1.000000000000000000e+01
3.303723999999999705e+01,4.000000000000000000e+00
3.305767000000000166e+01,0.000000000000000000e+00
3.307809000000000310e+01,3.000000000000000000e+00
3.309850999999999743e+01,0.000000000000000000e+00
3.311894000000000204e+01,0.000000000000000000e+00
3.313936000000000348e+01,0.000000000000000000e+00
3.315977999999999781e+01,0.000000000000000000e+00
3.318021000000000242e+01,5.000000000000000000e+00
3.320062999999999676e+01,2.300000000000000000e+01
3.322104999999999819e+01,5.000000000000000000e+00
3.324146999999999963e+01,0.000000000000000000e+00
3.326189999999999714e+01,1.900000000000000000e+01
3.328231999999999857e+01,1.200000000000000000e+01
3.330274000000000001e+01,1.100000000000000000e+01
3.332316999999999751e+01,0.000000000000000000e+00
3.334358999999999895e+01,1.300000000000000000e+01
3.336401000000000039e+01,3.000000000000000000e+00
3.338443999999999789e+01,0.000000000000000000e+00
3.340485999999999933e+01,0.000000000000000000e+00
3.342528000000000077e+01,0.000000000000000000e+00
3.344570000000000221e+01,1.200000000000000000e+01
3.346612999999999971e+01,3.400000000000000000e+01
3.348655000000000115e+01,4.600000000000000000e+01
3.350697000000000259e+01,1.400000000000000000e+01
3.352740000000000009e+01,0.000000000000000000e+00
3.354782000000000153e+01,2.600000000000000000e+01
3.356824000000000296e+01,2.700000000000000000e+01
3.358867000000000047e+01,0.000000000000000000e+00
3.360909000000000191e+01,4.000000000000000000e+01
3.362951000000000334e+01,3.200000000000000000e+01
3.364992999999999768e+01,7.000000000000000000e+00
3.367036000000000229e+01,1.000000000000000000e+00
3.369077999999999662e+01,0.000000000000000000e+00
3.371119999999999806e+01,4.000000000000000000e+00
3.373163000000000267e+01,0.000000000000000000e+00
3.375204999999999700e+01,0.000000000000000000e+00
3.377246999999999844e+01,0.000000000000000000e+00
3.379290000000000305e+01,2.000000000000000000e+00
3.381331999999999738e+01,5.000000000000000000e+00
3.383373999999999882e+01,0.000000000000000000e+00
3.385416000000000025e+01,0.000000000000000000e+00
3.387458999999999776e+01,1.500000000000000000e+01
3.389500999999999920e+01,5.000000000000000000e+00
3.391543000000000063e+01,3.000000000000000000e+01
3.393585999999999814e+01,0.000000000000000000e+00
3.395627999999999957e+01,1.000000000000000000e+00
3.397670000000000101e+01,0.000000000000000000e+00
3.399712999999999852e+01,0.000000000000000000e+00
3.401754999999999995e+01,9.000000000000000000e+00
3.403797000000000139e+01,0.000000000000000000e+00
3.405839000000000283e+01,0.000000000000000000e+00
3.407882000000000033e+01,7.000000000000000000e+00
3.409924000000000177e+01,0.000000000000000000e+00
3.411966000000000321e+01,0.000000000000000000e+00
3.414009000000000071e+01,1.500000000000000000e+01
3.416051000000000215e+01,0.000000000000000000e+00
3.418092999999999648e+01,2.600000000000000000e+01
3.420136000000000109e+01,2.000000000000000000e+00
3.422178000000000253e+01,1.200000000000000000e+01
3.424219999999999686e+01,4.000000000000000000e+00
3.426261999999999830e+01,4.000000000000000000e+00
3.428305000000000291e+01,1.200000000000000000e+01
3.430346999999999724e+01,0.000000000000000000e+00
3.432388999999999868e+01,2.800000000000000000e+01
3.434432000000000329e+01,0.000000000000000000e+00
3.436473999999999762e+01,4.000000000000000000e+00
3.438515999999999906e+01,4.000000000000000000e+00
3.440558999999999656e+01,0.000000000000000000e+00
3.442600999999999800e+01,2.700000000000000000e+01
3.444642999999999944e+01,0.000000000000000000e+00
3.446685000000000088e+01,1.400000000000000000e+01
3.448727999999999838e+01,3.600000000000000000e+01
3.450769999999999982e+01,6.000000000000000000e+00
3.452812000000000126e+01,3.000000000000000000e+00
3.454854999999999876e+01,1.200000000000000000e+01
3.456897000000000020e+01,5.000000000000000000e+00
3.458939000000000163e+01,2.600000000000000000e+01
3.460981999999999914e+01,0.000000000000000000e+00
3.463024000000000058e+01,0.000000000000000000e+00
3.465066000000000201e+01,3.000000000000000000e+00
3.467108000000000345e+01,0.000000000000000000e+00
3.469151000000000096e+01,1.600000000000000000e+01
3.471193000000000239e+01,2.100000000000000000e+01
3.473234999999999673e+01,0.000000000000000000e+00
3.475278000000000134e+01,0.000000000000000000e+00
3.477320000000000277e+01,0.000000000000000000e+00
3.479361999999999711e+01,1.200000000000000000e+01
3.481405000000000172e+01,1.000000000000000000e+00
3.483447000000000315e+01,1.700000000000000000e+01
3.485488999999999749e+01,0.000000000000000000e+00
3.487530999999999892e+01,0.000000000000000000e+00
3.489574000000000353e+01,3.700000000000000000e+01
3.491615999999999786e+01,0.000000000000000000e+00
3.493657999999999930e+01,0.000000000000000000e+00
3.495700999999999681e+01,0.000000000000000000e+00
3.497742999999999824e+01,0.000000000000000000e+00
3.499784999999999968e+01,0.000000000000000000e+00
3.501827999999999719e+01,0.000000000000000000e+00
3.503869999999999862e+01,2.300000000000000000e+01
3.505912000000000006e+01,1.000000000000000000e+01
3.507954000000000150e+01,0.000000000000000000e+00
3.509996999999999900e+01,3.000000000000000000e+00
3.512039000000000044e+01,0.000000000000000000e+00
3.514081000000000188e+01,8.000000000000000000e+00
3.516123999999999938e+01,2.600000000000000000e+01
3.518166000000000082e+01,0.000000000000000000e+00
3.520208000000000226e+01,0.000000000000000000e+00
3.522250999999999976e+01,0.000000000000000000e+00
3.524293000000000120e+01,1.000000000000000000e+00
3.526335000000000264e+01,6.000000000000000000e+00
3.528376999999999697e+01,0.000000000000000000e+00
3.530420000000000158e+01,0.000000000000000000e+00
3.532462000000000302e+01,0.000000000000000000e+00
3.534503999999999735e+01,3.300000000000000000e+01
3.536547000000000196e+01,4.000000000000000000e+00
3.538589000000000340e+01,0.000000000000000000e+00
3.540630999999999773e+01,2.300000000000000000e+01
3.542674000000000234e+01,2.200000000000000000e+01
3.544715999999999667e+01,0.000000000000000000e+00
3.546757999999999811e+01,5.000000000000000000e+00
3.548799999999999955e+01,1.300000000000000000e+01
3.550842999999999705e+01,2.100000000000000000e+01
3.552884999999999849e+01,0.000000000000000000e+00
3.554926999999999992e+01,0.000000000000000000e+00
3.556969999999999743e+01,0.000000000000000000e+00
3.559011999999999887e+01,2.000000000000000000e+01
3.561054000000000030e+01,2.000000000000000000e+00
3.563096999999999781e+01,0.000000000000000000e+00
3.565138999999999925e+01,0.000000000000000000e+00
3.567181000000000068e+01,0.000000000000000000e+00
3.569223000000000212e+01,2.000000000000000000e+00
3.571265999999999963e+01,8.000000000000000000e+00
3.573308000000000106e+01,8.000000000000000000e+00
3.575350000000000250e+01,0.000000000000000000e+00
3.577393000000000001e+01,0.000000000000000000e+00
3.579435000000000144e+01,1.500000000000000000e+01
3.581477000000000288e+01,0.000000000000000000e+00
3.583520000000000039e+01,0.000000000000000000e+00
3.585562000000000182e+01,1.500000000000000000e+01
3.587604000000000326e+01,1.600000000000000000e+01
3.589645999999999759e+01,0.000000000000000000e+00
3.591689000000000220e+01,0.000000000000000000e+00
3.593730999999999653e+01,0.000000000000000000e+00
3.595772999999999797e+01,0.000000000000000000e+00
3.597816000000000258e+01,0.000000000000000000e+00
3.599857999999999691e+01,0.000000000000000000e+00
3.601899999999999835e+01,1.400000000000000000e+01
3.603943000000000296e+01,4.000000000000000000e+01
3.605984999999999729e+01,1.500000000000000000e+01
3.608026999999999873e+01,0.000000000000000000e+00
3.610069000000000017e+01,0.000000000000000000e+00
3.612111999999999767e+01,3.400000000000000000e+01
3.614153999999999911e+01,9.000000000000000000e+00
3.616196000000000055e+01,1.400000000000000000e+01
3.618238999999999805e+01,0.000000000000000000e+00
3.620280999999999949e+01,0.000000000000000000e+00
3.622323000000000093e+01,0.000000000000000000e+00
3.624365999999999843e+01,0.000000000000000000e+00
3.626407999999999987e+01,0.000000000000000000e+00
3.628450000000000131e+01,0.000000000000000000e+00
3.630492000000000274e+01,0.000000000000000000e+00
3.632535000000000025e+01,0.000000000000000000e+00
3.634577000000000169e+01,0.000000000000000000e+00
3.636619000000000312e+01,0.000000000000000000e+00
3.638662000000000063e+01,0.000000000000000000e+00
3.640704000000000207e+01,0.000000000000000000e+00
3.642746000000000350e+01,0.000000000000000000e+00
3.644789000000000101e+01,0.000000000000000000e+00
3.646831000000000245e+01,0.000000000000000000e+00
3.648872999999999678e+01,0.000000000000000000e+00
3.650914999999999822e+01,0.000000000000000000e+00
3.652958000000000283e+01,0.000000000000000000e+00
3.654999999999999716e+01,0.000000000000000000e+00
3.657041999999999859e+01,0.000000000000000000e+00
3.659085000000000321e+01,0.000000000000000000e+00
3.661126999999999754e+01,0.000000000000000000e+00
3.663168999999999897e+01,0.000000000000000000e+00
3.665211999999999648e+01,0.000000000000000000e+00
3.667253999999999792e+01,9.000000000000000000e+00
3.669295999999999935e+01,0.000000000000000000e+00
3.671338000000000079e+01,3.000000000000000000e+01
3.673380999999999830e+01,1.400000000000000000e+01
3.675422999999999973e+01,1.100000000000000000e+01
3.677465000000000117e+01,3.900000000000000000e+01
3.679507999999999868e+01,5.300000000000000000e+01
3.681550000000000011e+01,4.900000000000000000e+01
3.683592000000000155e+01,7.000000000000000000e+01
3.685634999999999906e+01,1.090000000000000000e+02
3.687677000000000049e+01,1.050000000000000000e+02
3.689719000000000193e+01,2.250000000000000000e+02
3.691761000000000337e+01,3.330000000000000000e+02
3.693804000000000087e+01,3.480000000000000000e+02
3.695846000000000231e+01,2.210000000000000000e+02
3.697887999999999664e+01,1.220000000000000000e+02
3.699931000000000125e+01,1.480000000000000000e+02
3.701973000000000269e+01,1.540000000000000000e+02
3.704014999999999702e+01,1.450000000000000000e+02
3.706058000000000163e+01,3.700000000000000000e+01
3.708100000000000307e+01,0.000000000000000000e+00
3.710141999999999740e+01,0.000000000000000000e+00
3.712183999999999884e+01,0.000000000000000000e+00
3.714227000000000345e+01,0.000000000000000000e+00
3.716268999999999778e+01,0.000000000000000000e+00
3.718310999999999922e+01,0.000000000000000000e+00
3.720353999999999672e+01,0.000000000000000000e+00
3.722395999999999816e+01,0.000000000000000000e+00
3.724437999999999960e+01,0.000000000000000000e+00
3.726480999999999710e+01,0.000000000000000000e+00
3.728522999999999854e+01,0.000000000000000000e+00
3.730564999999999998e+01,0.000000000000000000e+00
3.732607000000000141e+01,0.000000000000000000e+00
3.734649999999999892e+01,0.000000000000000000e+00
3.736692000000000036e+01,0.000000000000000000e+00
3.738734000000000179e+01,0.000000000000000000e+00
3.740776999999999930e+01,0.000000000000000000e+00
3.742819000000000074e+01,0.000000000000000000e+00
3.744861000000000217e+01,0.000000000000000000e+00
3.746903999999999968e+01,0.000000000000000000e+00
3.748946000000000112e+01,0.000000000000000000e+00
3.750988000000000255e+01,0.000000000000000000e+00
3.753029999999999688e+01,9.000000000000000000e+00
3.755073000000000150e+01,4.100000000000000000e+01
3.757115000000000293e+01,3.000000000000000000e+01
3.759156999999999726e+01,1.000000000000000000e+02
3.761200000000000188e+01,7.600000000000000000e+01
3.763242000000000331e+01,1.080000000000000000e+02
3.765283999999999764e+01,1.630000000000000000e+02
3.767327000000000226e+01,2.290000000000000000e+02
3.769368999999999659e+01,3.160000000000000000e+02
3.771410999999999802e+01,4.770000000000000000e+02
3.773452999999999946e+01,7.870000000000000000e+02
3.775495999999999697e+01,1.067000000000000000e+03
3.777537999999999840e+01,1.203000000000000000e+03
3.779579999999999984e+01,1.029000000000000000e+03
3.781622999999999735e+01,8.170000000000000000e+02
3.783664999999999878e+01,6.620000000000000000e+02
3.785707000000000022e+01,6.760000000000000000e+02
3.787749999999999773e+01,6.180000000000000000e+02
3.789791999999999916e+01,4.740000000000000000e+02
3.791834000000000060e+01,2.380000000000000000e+02
3.793876000000000204e+01,9.900000000000000000e+01
3.795918999999999954e+01,2.000000000000000000e+01
3.797961000000000098e+01,0.000000000000000000e+00
3.800003000000000242e+01,0.000000000000000000e+00
3.802045999999999992e+01,0.000000000000000000e+00
3.804088000000000136e+01,0.000000000000000000e+00
3.806130000000000280e+01,0.000000000000000000e+00
3.808173000000000030e+01,0.000000000000000000e+00
3.810215000000000174e+01,0.000000000000000000e+00
3.812257000000000318e+01,0.000000000000000000e+00
3.814298999999999751e+01,0.000000000000000000e+00
3.816342000000000212e+01,0.000000000000000000e+00
3.818383999999999645e+01,0.000000000000000000e+00
3.820425999999999789e+01,0.000000000000000000e+00
3.822469000000000250e+01,0.000000000000000000e+00
3.824510999999999683e+01,0.000000000000000000e+00
3.826552999999999827e+01,0.000000000000000000e+00
3.828596000000000288e+01,0.000000000000000000e+00
3.830637999999999721e+01,4.000000000000000000e+00
3.832679999999999865e+01,4.000000000000000000e+00
3.834722000000000008e+01,1.300000000000000000e+01
3.836764999999999759e+01,2.500000000000000000e+01
3.838806999999999903e+01,3.000000000000000000e+01
3.840849000000000046e+01,3.900000000000000000e+01
3.842891999999999797e+01,9.500000000000000000e+01
3.844933999999999941e+01,7.500000000000000000e+01
3.846976000000000084e+01,1.160000000000000000e+02
3.849018999999999835e+01,1.410000000000000000e+02
3.851060999999999979e+01,3.100000000000000000e+02
3.853103000000000122e+01,3.790000000000000000e+02
3.855145000000000266e+01,4.550000000000000000e+02
3.857188000000000017e+01,2.800000000000000000e+02
3.859230000000000160e+01,1.980000000000000000e+02
3.861272000000000304e+01,1.820000000000000000e+02
3.863315000000000055e+01,2.330000000000000000e+02
3.865357000000000198e+01,1.870000000000000000e+02
3.867399000000000342e+01,1.340000000000000000e+02
3.869442000000000093e+01,3.900000000000000000e+01
3.871484000000000236e+01,3.700000000000000000e+01
3.873525999999999669e+01,2.200000000000000000e+01
3.875567999999999813e+01,2.700000000000000000e+01
3.877611000000000274e+01,2.400000000000000000e+01
3.879652999999999707e+01,1.600000000000000000e+01
3.881694999999999851e+01,2.000000000000000000e+00
3.883738000000000312e+01,8.000000000000000000e+00
3.885779999999999745e+01,1.700000000000000000e+01
3.887821999999999889e+01,0.000000000000000000e+00
3.889865000000000350e+01,8.000000000000000000e+00
3.891906999999999783e+01,0.000000000000000000e+00
3.893948999999999927e+01,2.100000000000000000e+01
3.895991000000000071e+01,0.000000000000000000e+00
3.898033999999999821e+01,1.100000000000000000e+01
3.900075999999999965e+01,0.000000000000000000e+00
3.902118000000000109e+01,8.000000000000000000e+00
3.904160999999999859e+01,0.000000000000000000e+00
3.906203000000000003e+01,7.000000000000000000e+00
3.908245000000000147e+01,2.400000000000000000e+01
3.910287999999999897e+01,0.000000000000000000e+00
3.912330000000000041e+01,0.000000000000000000e+00
3.914372000000000185e+01,4.000000000000000000e+00
3.916414000000000328e+01,0.000000000000000000e+00
3.918457000000000079e+01,1.600000000000000000e+01
3.920499000000000223e+01,0.000000000000000000e+00
3.922540999999999656e+01,1.100000000000000000e+01
3.924584000000000117e+01,0.000000000000000000e+00
3.926626000000000261e+01,2.300000000000000000e+01
3.928667999999999694e+01,1.500000000000000000e+01
3.930711000000000155e+01,0.000000000000000000e+00
3.932753000000000299e+01,7.000000000000000000e+00
3.934794999999999732e+01,9.000000000000000000e+00
3.936836999999999875e+01,1.100000000000000000e+01
3.938880000000000337e+01,0.000000000000000000e+00
3.940921999999999770e+01,2.000000000000000000e+01
3.942963999999999913e+01,0.000000000000000000e+00
3.945006999999999664e+01,1.600000000000000000e+01
3.947048999999999808e+01,1.000000000000000000e+00
3.949090999999999951e+01,0.000000000000000000e+00
3.951133999999999702e+01,0.000000000000000000e+00
3.953175999999999846e+01,0.000000000000000000e+00
3.955217999999999989e+01,1.200000000000000000e+01
3.957260000000000133e+01,0.000000000000000000e+00
3.959302999999999884e+01,0.000000000000000000e+00
3.961345000000000027e+01,2.000000000000000000e+01
3.963387000000000171e+01,0.000000000000000000e+00
3.965429999999999922e+01,3.200000000000000000e+01
3.967472000000000065e+01,1.900000000000000000e+01
3.969514000000000209e+01,6.000000000000000000e+00
3.971556999999999960e+01,0.000000000000000000e+00
3.973599000000000103e+01,0.000000000000000000e+00
3.975641000000000247e+01,0.000000000000000000e+00
3.977682999999999680e+01,3.000000000000000000e+00
3.979726000000000141e+01,0.000000000000000000e+00
3.981768000000000285e+01,0.000000000000000000e+00
3.983809999999999718e+01,0.000000000000000000e+00
3.985853000000000179e+01,0.000000000000000000e+00
3.987895000000000323e+01,0.000000000000000000e+00
3.989936999999999756e+01,2.700000000000000000e+01
3.991980000000000217e+01,0.000000000000000000e+00
3.994021999999999650e+01,0.000000000000000000e+00
3.996063999999999794e+01,3.000000000000000000e+00
3.998105999999999938e+01,1.700000000000000000e+01
4.000148999999999688e+01,1.000000000000000000e+01
4.002190999999999832e+01,0.000000000000000000e+00
4.004232999999999976e+01,1.800000000000000000e+01
4.006275999999999726e+01,2.300000000000000000e+01
4.008317999999999870e+01,1.300000000000000000e+01
4.010360000000000014e+01,0.000000000000000000e+00
4.012402999999999764e+01,1.000000000000000000e+00
4.014444999999999908e+01,0.000000000000000000e+00
4.016487000000000052e+01,2.000000000000000000e+01
4.018529000000000195e+01,1.700000000000000000e+01
4.020571999999999946e+01,1.700000000000000000e+01
4.022614000000000090e+01,4.400000000000000000e+01
4.024656000000000233e+01,4.000000000000000000e+00
4.026698999999999984e+01,1.000000000000000000e+00
4.028741000000000128e+01,7.000000000000000000e+00
4.030783000000000271e+01,6.000000000000000000e+00
